"Unnamed: 0.1","reaction","electrophile SMILES","nucleophile SMILES","ReactionSMILES","3,3â€™ Catalyst Substituent ","N Catalyst Substituent","catalyst SMILES","solvent","time (hours)","temperature (Celsius)","Temperature K","% yield","e.r. 1","e.r. 2","d.r.","ee","ddG","Conversion %","r.r. (regioisomeric ratio)","reference","CatalystSMILES
","Unnamed: 0","ster1","ster2","ster3","Dih","Atom1_charge","Valance_atom1","Rydberg_atom1","TotalNBO_atom1","Atom2_charge","Valance_atom2","Rydberg_atom2","TotalNBO_atom2","polarxx","polarxy","polaryy","polarzx","polaryz","polarzz","mean_polar","HOMO","LUMO","biggest distance","major_axis","Axis_2","Axis_3","Vbur35","Vbur5","Vbur75","old_name","missing","smiles_x","L_x","Bmin_x","Bmax_x","bur_shell_x","bur_vol_x","max_distance_x","tot_V_x","disp_x","max_axis_x","A2_x","min_axis_x","smiles_y","L_y","Bmin_y","Bmax_y","bur_shell_y","bur_vol_y","max_distance_y","tot_V_y","disp_y","max_axis_y","A2_y","min_axis_y","nL","nBmin","nBmax","nbur_vol","0_crippen_x","1_crippen_x","2_crippen_x","3_crippen_x","4_crippen_x","0_mcgowan_x","1_mcgowan_x","2_mcgowan_x","3_mcgowan_x","4_mcgowan_x","0_crippen_y","1_crippen_y","2_crippen_y","3_crippen_y","4_crippen_y","0_mcgowan_y","1_mcgowan_y","2_mcgowan_y","3_mcgowan_y","4_mcgowan_y"
130,3,"CC(=O)CC(C)C","C/C=C(C)/C=C/CCO","CC(=O)CC(C)CC/C=C(C)/C=C/CCO","c4ccc3c1ccccc1C2(CCCC2)c3c4","NS(=O)(=O)C(F)(F)F",,"methylcyclohexane",72,-20,253.15,79,96.5,3.5,,93,1.66753073403661,,,,"Ic4ccc3c1ccccc1C2(CCCC2)c3c4NS(=O)(=O)C(F)(F)F","ph_fluorene_cp_7_1_m062x",10.73,2.05,6.71,39.08758,-0.04802,4.02894,0.01997,6.04802,-0.0439,4.02553,0.01925,6.0439,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,42.9090435638698,25.2974132331815,12.2527680457912,"c4ccc3c1ccccc1C2(CCCC2)c3c4",,"CC(=O)CC(C)C",5.45159107,1.76013262167603,5.36621768379966,0,35.0093367886182,6.47389281623437,73.4046796434933,2.57478133309273,6.31882699721855,0.60523866900777,0.480715012431568,"C/C=C(C)/C=C/CCO",8.96444258,1.7,5.43258407511337,0,30.8844232721419,9.00345717910482,111.593228676268,6.30835150819355,8.84043515018524,0.43233516615959,0.373590954519097,8.96444258,1.7,5.43258407511337,30.8844232721419,4.57,5.674,10.244,4.57,4.617,8.02,11.68,19.7,8.02,8.21,5.007,10.291,3.49,11.348,0,4.55,19.89,4.74,23.36,0
131,4,"CC(=O)C1CCCCC1","C/C=C(C)/C=C/CCO","CC(=O)C1CCCCC1C/C=C(C)/C=C/CCO","c4ccc3c1ccccc1C2(CCCC2)c3c4","NS(=O)(=O)C(F)(F)F",,"methylcyclohexane",24,-20,253.15,88,97.5,2.5,,95,1.84187723260539,,,,"Ic4ccc3c1ccccc1C2(CCCC2)c3c4NS(=O)(=O)C(F)(F)F","ph_fluorene_cp_7_1_m062x",10.73,2.05,6.71,39.08758,-0.04802,4.02894,0.01997,6.04802,-0.0439,4.02553,0.01925,6.0439,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,42.9090435638698,25.2974132331815,12.2527680457912,"c4ccc3c1ccccc1C2(CCCC2)c3c4",,"CC(=O)C1CCCCC1",6.47394801,1.77676028766124,5.66611252555813,0,33.9705286435016,7.15357639309635,104.4704022466,3.0772333071286,7.13880068174768,0.660569145902417,0.434709581753162,"C/C=C(C)/C=C/CCO",8.96444258,1.7,5.43258407511337,0,30.8844232721419,9.00345717910482,111.593228676268,6.30835150819355,8.84043515018524,0.43233516615959,0.373590954519097,8.96444258,1.7,5.43258407511337,30.8844232721419,4.57,5.674,10.244,4.57,4.617,8.02,11.68,19.7,8.02,8.21,5.007,9.164,9.234,9.234,4.617,4.55,16.42,16.42,16.42,8.21
132,5,"CC(=O)C(C)(C)C","C/C=C(C)/C=C/CCO","CC(=O)C(C)(C)CC/C=C(C)/C=C/CCO","c4ccc3c1ccccc1C2(CCCC2)c3c4","NS(=O)(=O)C(F)(F)F",,"methylcyclohexane",24,-20,253.15,85,98,2,,96,1.95663561661488,,,,"Ic4ccc3c1ccccc1C2(CCCC2)c3c4NS(=O)(=O)C(F)(F)F","ph_fluorene_cp_7_1_m062x",10.73,2.05,6.71,39.08758,-0.04802,4.02894,0.01997,6.04802,-0.0439,4.02553,0.01925,6.0439,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,42.9090435638698,25.2974132331815,12.2527680457912,"c4ccc3c1ccccc1C2(CCCC2)c3c4",,"CC(=O)C(C)(C)C",5.47779844,2.06099873860708,4.33080834087822,0,35.7485759959673,5.5256108077925,83.0913160006859,2.92512588493559,5.15670971039676,0.797335667173166,0.759969902915773,"C/C=C(C)/C=C/CCO",8.96444258,1.7,5.43258407511337,0,30.8844232721419,9.00345717910482,111.593228676268,6.30835150819355,8.84043515018524,0.43233516615959,0.373590954519097,8.96444258,1.7,5.43258407511337,30.8844232721419,4.57,5.674,10.244,4.57,4.617,8.02,11.68,19.7,8.02,8.21,5.007,8.107,17.022,0,0,4.55,12.95,35.04,0,0
133,"3a","O=Cc1ccccc1","C=C(C)C(=C)C","O=Cc1ccccc1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,97,98,2,,96,1.95663561661488,,,"https://pubs.acs.org/doi/10.1021/jacs.7b08357","FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1ccccc1",6.32107717,1.7,5.65545344669204,0,26.2963674695943,6.06618646505046,17.0200596724427,2.72894122425786,6.06396328300444,0.744339096313202,0.102546433041322,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,8.814,8.814,4.407,8.02,4.55,16.04,16.04,8.02
134,"3b","O=Cc1ccccc1F","C=C(C)C(=C)C","O=Cc1ccccc1FC=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-10,263.15,81,92,8,,84,1.27640939400181,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1ccccc1F",6.19429398,1.7,5.72677292892591,0,28.9598642041839,6.07005775748148,19.4937332060282,2.16766754893324,6.0151409124411,0.736633666140576,0.121592289901971,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,7.664,9.922,4.407,8.02,4.55,12.57,21.27,8.02
135,"3c","O=Cc1cccc(F)c1","C=C(C)C(=C)C","O=Cc1cccc(F)c1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,94.5,98,2,,96,1.95663561661488,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1cccc(F)c1",6.25820159,1.7,6.33089492961176,0,26.3830258317998,6.08983057540037,26.0278906638726,2.32504860281695,6.00288518360718,0.786095010641295,0.153067794157274,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,8.814,7.664,5.515,8.02,4.55,16.04,12.57,13.25
136,"3d","O=Cc1ccc(F)cc1","C=C(C)C(=C)C","O=Cc1ccc(F)cc1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,89,97,3,,94,1.74762912529695,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1ccc(F)cc1",6.20100383,1.69999999912844,6.39360619564249,0,26.4525885296784,6.34119006907489,13.3356798808971,5.87227152790469,6.2525596827042,0.684361989979623,0.079717880551094,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,8.814,8.814,3.257,8.02,4.55,16.04,16.04,4.55
137,"3e","Cc1ccc(C=O)cc1","C=C(C)C(=C)C","Cc1ccc(C=O)cc1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-60,213.15,93,95,5,,90,1.24642783646092,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"Cc1ccc(C=O)cc1",7.84210791,1.88214956965415,3.2270017201769,0,31.2296774714632,7.08191496364158,54.535895166619,2.2344012144549,6.87977728422892,0.637650605308303,0.262649472011866,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,8.814,8.814,3.509,8.02,4.55,16.04,16.04,4.55
138,"3f","O=Cc1ccc(Br)cc1","C=C(C)C(=C)C","O=Cc1ccc(Br)cc1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-60,213.15,36,95,5,,90,1.24642783646092,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1ccc(Br)cc1",6.40569454,1.7,7.0767003150016,0,26.0814135976193,6.96166967988817,38.5926585808082,6.29212220589151,6.90956408396075,0.598263846683869,0.195550977393687,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,8.814,8.814,3.18,8.02,4.55,16.04,16.04,4.55
139,"3g","O=Cc1cccs1","C=C(C)C(=C)C","O=Cc1cccs1C=C(C)C(=C)C","FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-10,263.15,48,99.5,0.5,,99,2.76636526494773,,,,"FS(F)(F)(F)(F)c1cc(I)cc(S(F)(F)(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph35sf5_idp_7_1_m062x",7.34,2.59,5.59,38.83062,-0.06155,4.04279,0.01966,6.06155,-0.02638,4.00515,0.02214,6.02638,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,53.4950672208646,29.4529554798176,14.0071536901728,"FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1",,"O=Cc1cccs1",6.02758919,1.7,5.96245658396808,0,25.5959840699585,5.89508872431805,16.3759327547684,2.15578410170388,5.69432994176073,0.605287785146861,0.146526526313173,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.509,11.098,8.814,0,8.02,4.55,22.41,16.04,0
140,"3h","CC(C)C=O","C=C(C)C(=C)C","CC(C)C=OC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-10,263.15,83,97,3,,94,1.81666444527708,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"CC(C)C=O",4.27007693,2.04183401148083,3.52004012959921,0,33.8087585935118,4.29843422201256,44.3348106879831,2.47746998523345,4.15592791791598,0.932047971213955,0.662678031912461,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,3.49,11.348,0,0,8.02,4.74,23.36,0,0
141,"3i","CC(C)CC=O","C=C(C)C(=C)C","CC(C)CC=OC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,91,94,6,,88,1.38335061269019,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"CC(C)CC=O",5.58617795,1.94343845794965,3.56458252168833,0,34.5906791449733,5.47457884395313,57.8265199552238,2.78484401521845,4.59813222087596,0.851429371398883,0.698608817739315,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,3.49,11.348,0,8.02,8.21,4.74,23.36,0
142,"3j","CCCCC=O","C=C(C)C(=C)C","CCCCC=OC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,87,97,3,,94,1.74762912529695,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"CCCCC=O",4.70389318,1.72787296249345,5.74962279889035,0,31.2754227434073,6.07443290891304,47.4828186181682,1.51066339802734,5.77786586455245,0.564847783290031,0.435815524459578,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.617,4.617,5.674,8.02,8.21,8.21,8.21,11.68
143,"3k","O=CCCc1ccccc1","C=C(C)C(=C)C","O=CCCc1ccccc1C=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-10,263.15,73,96,4,,92,1.66090146279574,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"O=CCCc1ccccc1",4.13339664,1.7,6.39881031069405,0,33.5483287034136,7.21251020754496,110.685606081046,6.14057111057075,6.94286413315196,0.626456723733384,0.527939398262112,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.602,3.509,8.814,8.02,8.21,8.21,4.55,16.04
144,"3o","CCCCCCCCCC=O","C=C(C)C(=C)C","CCCCCCCCCC=OC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,94,97,3,,94,1.74762912529695,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"CCCCCCCCCC=O",10.19036288,2.00868938255106,6.77615746687919,0,29.4438870464972,10.5504484135413,182.744645129789,10.1296651156329,10.3391149464538,0.523447291262113,0.315879623805435,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.617,4.617,4.617,8.02,8.21,8.21,8.21,8.21
145,"3p","O=CCCCCCCBr","C=C(C)C(=C)C","O=CCCCCCCBrC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,80,96,4,,92,1.59778531372503,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"O=CCCCCCCBr",6.1682034,1.7,9.59848458588478,0,25.5555122326182,8.90783650280202,78.8521615587128,3.06001527521706,8.64003889632293,0.368207214884896,0.332027622860714,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.617,4.617,4.617,8.02,8.21,8.21,8.21,8.21
146,"3q","O=CCCCCCCCOCc1ccccc1","C=C(C)C(=C)C","O=CCCCCCCCOCc1ccccc1C=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,83,95,5,,90,1.4803340689659,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"O=CCCCCCCCOCc1ccccc1",8.42258446,1.7,12.6942800816711,0,32.3746807663279,15.1977995108476,231.858880671435,3.36177349717666,15.0731693425619,0.295759147481145,0.228913715342483,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.617,4.617,4.617,8.02,8.21,8.21,8.21,8.21
147,"3r","C=CCCCCCCCCC=O","C=C(C)C(=C)C","C=CCCCCCCCCC=OC=C(C)C(=C)C","FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1","NS(=O)(=O)C(F)(F)F",,"Methylcyclohexane",,-20,253.15,98,97,3,,94,1.74762912529695,,,,"FC(F)(F)C(F)(F)C(F)(F)c1cc(I)cc(C(F)(F)C(F)(F)C(F)(F)F)c1NS(=O)(=O)C(F)(F)F","ph_35prf_37_1_m062x",8.47,2.09,6.9,38.8756,-0.06135,4.0421,0.02014,6.06135,-0.03831,4.01899,0.0202,6.03831,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,45.1137305140327,24.7300556114453,13.5412077737138,"FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1",,"C=CCCCCCCCCC=O",5.52687385,1.7,9.48252756939281,0,28.0428452665923,8.61848731401675,213.019255346499,1.47372390070005,8.39972311673614,0.648146252012546,0.554563059113159,"C=C(C)C(=C)C",5.10676849,1.92581047632489,4.47607232719627,0,35.9326674158586,5.5493109354454,80.1975569801415,4.42629712394791,4.90670749900605,0.974876049474735,0.696371886546532,5.10676849,1.92581047632489,4.47607232719627,35.9326674158586,5.627,0,9.187,11.301,0,11.49,0,16.23,23.17,0,6.064,4.617,4.617,4.617,4.617,8.02,8.21,8.21,8.21,8.21
